путь,категории ПДн,количество_находок,УЗ,формат файла
ПДнDataset/share/Выгрузки/Сайты/page_319.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/374818_original.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/366873_original.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/page_460.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/page_175.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/617616_800.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/page_42.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/95606433-14438121-image-a-13_1740576442821.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/37059_800.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/557_800.png,Нет,0,УЗ-4,.png
ПДнDataset/share/Выгрузки/Сайты/14435951_original.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/page_476.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/P1000484.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/page_163.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/page_15.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/255892_original.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/895859_600.png,Нет,0,УЗ-4,.png
ПДнDataset/share/Выгрузки/Сайты/page_358.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/O5F8a3u.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/page_421.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/freddie-mercury-cats-5c6fb3b3ce236__605.jpg,Нет,0,УЗ-4,.jpg
ПДнDataset/share/Выгрузки/Сайты/page_134.html,Нет,0,УЗ-4,.html
ПДнDataset/share/Выгрузки/Сайты/76727_original.png,Нет,0,УЗ-4,.png
ПДнDataset/share/Выгрузки/Сайты/Доки/%D0%92.%D0%90.-%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%83-%D0%BE%D1%82-%D0%90.%D0%98.-%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/mcs2025-rare-earths.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/GlobalCriticalMineralsOutlook2024.pdf,PASSPORT,1,УЗ-3,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/neutrality-treaty.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/%D0%BE%D0%B1%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BA%D0%B8%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85%20dg-yug.ru.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/Russia.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/1725542163_Медиакит РБК 360.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/20241017-euco-conclusions-en.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/1725542351_Медиакит РБК Онлайн.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/1679555052_Центр событий РБК .pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/presentation.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/Paulzovatelskoe_soglashenie_PAOSPB.pdf,"BIRTHDAY, EMAIL",2,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/ADV21-2024-Monthly-Canal-Operations-Summary-June-2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/Terms_of_service_upd.pdf,"PASSPORT, BIRTHDAY, EMAIL",5,УЗ-3,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/20240306_fin_result_2023.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/subscribe_rules.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/1725542279_Отраслевые форумы РБК 2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/Privacy_policy_upd.pdf,"PASSPORT, BIRTHDAY, EMAIL",5,УЗ-3,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/COMPS-1071.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/%D0%9E_%D1%82%D0%B5%D0%BA%D1%83%D1%89%D0%B5%D0%B8%CC%86_%D1%86%D0%B5%D0%BD%D0%BE%D0%B2%D0%BE%D0%B8%CC%86_%D1%81%D0%B8%D1%82%D1%83%D0%B0%D1%86%D0%B8%D0%B8_5_%D0%BC%D0%B0%D1%80%D1%82%D0%B0_2025_%D0%B3%D0%BE%D0%B4%D0%B0.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/1738660894_Приложения к договору субаренды (2).pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/rbc.pdf,"BIRTHDAY, EMAIL",5,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/pril1_14112652.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/HEAD%204q2024%20release%20050324.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/1725542337_Медиакит РБК Телеканал.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/price-list.pdf,"PHONE, BIRTHDAY, EMAIL",3,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/license_telematika_2017-2022.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/Strategiya_razblokirovki_aktivov_SPB_Banka.pdf,PHONE,1,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%A0%20%D0%A0%D0%B5%D0%B4%D0%BA%D0%BE%D0%B7%D0%B5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%8D%D0%BB%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D1%8B.%20%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D1%80%D1%8C.%2018-04-22.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Выгрузки/Сайты/Доки/preprint-frn-2023-critical-materials-list.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/contract.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Выгрузки/Сайты/Доки/FCC-12-9A1.pdf,"PASSPORT, EMAIL",4,УЗ-3,.pdf
ПДнDataset/share/lost+found/#591990,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#607968,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#942021,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#685295,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#469418,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#872002,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#958615,Нет,0,УЗ-4,
ПДнDataset/share/lost+found/#349389,Нет,0,УЗ-4,
ПДнDataset/share/Прочее/%D0%9F1719%20%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%20%D1%88%D0%BA%D0%BE%D0%BB%D0%B0%20%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81%D0%B0.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Договор.docx,BIRTHDAY,1,УЗ-4,.docx
ПДнDataset/share/Прочее/Harohalli_Hostel_Student_handbook.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Bid_Bachelor-Specialist.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/ОС_07.03.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Otchet_2011.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П946-ассистентура стажировка в 2021.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Competitions_RFFI_list-2018_07.10-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 42.03.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P877_28052020.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство ПОА 11.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.7.1.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_142-%D1%80%20(1).pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/31072025_phd.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prikaz_П196.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/p64od2016.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Rasporiagenie-1092-p_report-form.rtf,EMAIL,1,УЗ-4,.rtf
ПДнDataset/share/Прочее/28_03_01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1152.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/766.pdf,BIRTHDAY,18,УЗ-4,.pdf
ПДнDataset/share/Прочее/П219-ОД 54.03.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Ustav2019.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/27.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/AC_11082025.pdf,BIRTHDAY,248,УЗ-4,.pdf
ПДнDataset/share/Прочее/IT_Policy_2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/00176-Programa-Anual-de-Disposicion-Final-de-Bienes-Muebles-no-utiles-2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/63_ffa6_7.Gizlilik%20ve%20%C3%87erez%20Politikas%C4%B1_4064465.docx,EMAIL,3,УЗ-4,.docx
ПДнDataset/share/Прочее/П224-ОД 02.03.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/11.07.2023%20%20%D0%9F229-%D0%9E%D0%94%20%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%20%D1%82%D0%BE%D1%87%D0%BA%D0%B5%20%D0%BA%D0%B8%D0%BF%D0%B5%D0%BD%D0%B8%D1%8F.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/21.03.02_Землеустройство и кадастры.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9F%D0%A0%D0%9E%D0%93%D0%A0%D0%90%D0%9C%D0%9C%D0%90%20%D0%9C%D0%9D%D0%9F%D0%9A%20.pdf,"PHONE, EMAIL",2,УЗ-4,.pdf
ПДнDataset/share/Прочее/P375_12.03.20.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/42.04.00.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство ПОА 03.04.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 44.03.05.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П151 Обязательства.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9F15_%D0%9C%D0%A3%D0%90%D0%9C_%D0%A6%D0%9A.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Theory%20and%20methodology%20of%20research%20and%20teaching%20in%20hospitality%20industry.pdf,EMAIL,5,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_2025_%D0%A3%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%BE_%D0%9E%D1%80%D0%B3%D0%BA%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D1%82%D0%BE%D0%BC.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Spanish%20course%20B.pdf,BIRTHDAY,66,УЗ-4,.pdf
ПДнDataset/share/Прочее/pravila-etiki-bgtu.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/eko_mon.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_m_2017.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/katalog_app_magistri.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/49.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/DSU_AC.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Life%20safety.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Horario_Aula_Hispánica_marzo-junio-2021.docx,EMAIL,3,УЗ-4,.docx
ПДнDataset/share/Прочее/5.3.5.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.04.01_soc_ped.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ASP.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/upr_izm.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/1.6.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/gk6wsflsno7xkvnynehy33ugy7n098ue.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/p1327_10.06.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/pharm_d_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/pers_data_policy.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Aula_Hispanica_vesna_2018.pdf,EMAIL,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/osn_geo_obr.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9F185-%D0%9E%D0%94%2044.05.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5.docx,BIRTHDAY,1,УЗ-4,.docx
ПДнDataset/share/Прочее/Cod_etica_2023.pdf,BIRTHDAY,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/ÂÕ1011.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_766-%D1%80.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/sostav_gr.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/StateTask_report_2015-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/P687_29.04.20.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П284-ОД_01.11.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Вакансии 2022.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/доп. об изменении цены_2ред.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/Prikaz-1643.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Главный бухгалтер- Балашова ТН.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/P476_NK_02.06.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/FK_sport.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/4.1.3.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/123456789.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/samoobsled_2024.pdf,"PHONE, BIRTHDAY",65,УЗ-4,.pdf
ПДнDataset/share/Прочее/Декларация 2016г Новошахтинск.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/П199-ОД 27.03.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9F401.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_10.04.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Notification & Invitation - 11th Convocation of Manipal University Jaipur.pdf,EMAIL,3,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 44.03.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_dohod_2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.5.2.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство ПОА 03.04.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/070404_M_3_30062017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/130402_M_3_26062018.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/12.04.01_r.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/38.04.02_ETP.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/matematika_ino.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 41.04.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/prikaz_1992.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_1532-%D1%80.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/РАСП728-Р_10.07.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%9A%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80%D1%8C_%D0%B0%D0%B1%D0%B8%D1%82%D1%83%D1%80%D0%B8%D0%B5%D0%BD%D1%82%D0%B0_%D0%91%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80%D0%B8%D0%B0%D1%82.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/17.03.01корабельное вооружение.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_g_2015.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_988-%D1%80%20%D0%9E%D0%B1%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B8%20%D0%A3%D0%9A.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Media-Kit_KG_2020.pdf,"PHONE, EMAIL",44,УЗ-4,.pdf
ПДнDataset/share/Прочее/2024%20Y%C4%B1l%C4%B1%20%C4%B0dare%20Faaliyet%20Raporu.pdf,BIRTHDAY,516,УЗ-4,.pdf
ПДнDataset/share/Прочее/ece_2025.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D1%8F%20%D0%92%D0%90%D0%9A%2032-1-%D0%BD%D1%81%20%D0%BE%D1%82%2010.12.2021.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1369 54.05.03 Графика.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P986.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/120301_B_3_06102017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P324_OD.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/49PSMN519.pdf,"PASSPORT, EMAIL",20,УЗ-3,.pdf
ПДнDataset/share/Прочее/38.04.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/060402_M_3_20082020.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Problems.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/Molecular_spectrostroscopy.pdf,"BIRTHDAY, EMAIL",2,УЗ-4,.pdf
ПДнDataset/share/Прочее/pr7.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/r759_15.07.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/osn_turism.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П-606_18_04_2019.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1_95-%D1%80%20%D0%9F%D1%80%D0%B5%D1%81%D1%82%D0%B8%D0%B6%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BE%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D0%B0%D0%B5%D0%B9.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/ОС_07.03.02.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Otchet_2012.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/38.04.03.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.7.2.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Prot3_11.03.2025.pdf,"SNILS, BIRTHDAY",142,УЗ-3,.pdf
ПДнDataset/share/Прочее/П446_11.03.2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/16862016212227.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P984.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 42.03.01.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Catalogue_of_UNG_Equipment_and_Expertise_for_External_users.pdf,EMAIL,87,УЗ-4,.pdf
ПДнDataset/share/Прочее/sved_o_d_g_2017.xls,Нет,0,УЗ-4,.xls
ПДнDataset/share/Прочее/Ростов_брендбук.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/protokol_21.pdf,"PHONE, EMAIL",2,УЗ-4,.pdf
ПДнDataset/share/Прочее/anketa_dpo_2023.docx,Нет,0,УЗ-4,.docx
ПДнDataset/share/Прочее/17411731596747.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Inform-pismoSTO2016.doc,Нет,0,УЗ-4,.doc
ПДнDataset/share/Прочее/09.03.04 Программная инженерия.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Competitions_list-2017_01.09-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/2190-4286-12-49-S1.pdf,PHONE,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/09.03.02 Информац.системы и технологии.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 38.04.08.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/06_gorgorova.pdf,"BIRTHDAY, EMAIL",9,УЗ-4,.pdf
ПДнDataset/share/Прочее/Приказ о порядке оплаты проживания в общежитиях ЮФУ с 01.07.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/P2402_28_12_2018.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/82174ac3fa46f97441160bfa3b5fef76.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/p1312_07.06.2024.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/9ld9ylp04noekda30doh1pe1qjxt7md9.pdf,BIRTHDAY,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/P64_27.03.20.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/bak_lk_2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П44-ОД_38.03.01 Экономика.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Competitions_RFFI_list-2018_05.15-info.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/D212-208-10_01-04-03_TimoshenkoPE_Paper.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П198-ОД 09.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Spanish%20course%20A.pdf,BIRTHDAY,66,УЗ-4,.pdf
ПДнDataset/share/Прочее/П1365 07.03.04 Градостроительство.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/П212-ОД 37.05.02_0.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/18n.pdf,BIRTHDAY,12,УЗ-4,.pdf
ПДнDataset/share/Прочее/social2024.pdf,BIRTHDAY,2,УЗ-4,.pdf
ПДнDataset/share/Прочее/Result_Interview for PhD Admission_January 2025.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/informatika.pdf,"PASSPORT, BIRTHDAY",3,УЗ-3,.pdf
ПДнDataset/share/Прочее/РУКОВОДСТВО_ПО_БРЕНДИНГУ_2025.pdf,"PHONE, EMAIL",9,УЗ-4,.pdf
ПДнDataset/share/Прочее/14-2042.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/1C_University_PROF-manual.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/Azov_conf-buklet.pdf,EMAIL,1,УЗ-4,.pdf
ПДнDataset/share/Прочее/5.9.6_sp.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/1.5.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/44.04.04.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/instr_PNO.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Свидетельство 40.04.01_Юрист-финансист.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/%D0%A0%D0%90%D0%A1%D0%9F1035-%D1%80%20HR.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/02-06.1-1112.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/11.03.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/110301_B_3_17102017.pdf,Нет,0,УЗ-4,.pdf
ПДнDataset/share/Прочее/Политика_обработки_ПДн_ООО_РУФОРМ.pdf,Нет,0,УЗ-4,.pdf
